did,handle,avatar,banner,description,display_name,followers_count,follows_count,indexed_at,labels,posts_count,viewer,py_type,is_frequent_poster
did:plc:jdfwnosj5tavojrkinbcor6h,normative.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jdfwnosj5tavojrkinbcor6h/bafkreiccpxtlt27qcryan5zc7lq4xrasaey3z3ilrd3udkww6hdxouotam@jpeg,,"He sits motionless, like a spider in the center of its web, but that web has a thousand radiations, and he knows well every quiver of each of them.  ",Julian Sanchez,2367,271,2024-01-26T00:25:53.048Z,[],283,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:xxovf5g6phy42jgezh55wjpx,econroy.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xxovf5g6phy42jgezh55wjpx/bafkreia6meaqlf76yrm7pf6btc2k7atk7ztxrtyqs6eecfwd5ta7q2byqa@jpeg,,"Higher Ed policy at New America, formerly at the Hope Center for College, Community, and Justice, and UCLA fin aid. Forbes eduction contributor: 
www.forbes.com/sites/edwardconroy

Plus food and cocktails ",Eddy Conroy,237,230,2024-01-26T00:38:30.216Z,[],480,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:o4pdps2jkn7uhrdgadni7djk,dell.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:o4pdps2jkn7uhrdgadni7djk/bafkreia2auzvzqank4f64jiiokl7lhd44qctuqjio6omi3jmkdsxalzppa@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:o4pdps2jkn7uhrdgadni7djk/bafkreigqnmt3bfpj62i22qxvd72at3e2t753akchjqq5tvdkg57fhvx5gy@jpeg,"Sr. writer @ WIRED, nat’l sec & privacy. 

stories: https://www.wired.com/author/dell-cameron/
tips: dell_cameron@wired.com
signal me: dell.3030",dell cameron,6870,1910,2024-03-21T02:35:15.945Z,[],7027,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:5hwy5afvfhonj6mrpcxm3rfy,emily.gorcen.ski,https://cdn.bsky.app/img/avatar/plain/did:plc:5hwy5afvfhonj6mrpcxm3rfy/bafkreicwxzo6udofi23p53vi7lhgosfgl72yvz4u3ks57h2gby62riivly@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5hwy5afvfhonj6mrpcxm3rfy/bafkreiatj3gxkjezkckrmi3l4z6urwwdqiri4zozszn3gaugzphf3dparq@jpeg,"Technologist, writer, activist. Tired of everything. Opinions my own.

Web: emilygorcenski.com
Mastodon: emilygorcenski@indieweb.social",Emily Gorcenski,7120,225,2024-01-25T23:51:14.078Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:5hwy5afvfhonj6mrpcxm3rfy', uri='at://did:plc:5hwy5afvfhonj6mrpcxm3rfy/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiaql7ygdhmky5pdwt2cl7dk7kyygn3jt47wr7rbvojtqv4ydnf7nu', neg=None, py_type='com.atproto.label.defs#label')]",3965,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:7nyt6cyhxcvp4cxcplogg5bg,chimeracoder.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:7nyt6cyhxcvp4cxcplogg5bg/bafkreibvfwbrc2br763wyexdkuf2phfbdxmjra3lf2vkubxztq6ljevhfu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:7nyt6cyhxcvp4cxcplogg5bg/bafkreieglt6fwshysjvlbo7ctpfpfyt7ax2t67zmcwxvnwhmqay5ssqvnq@jpeg,,Aditya Mukerjee 🦦 🏳️‍🌈,1241,351,2024-01-26T00:07:44.209Z,[],1886,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:uinbs356r3h5gbyc7mwkuzrz,juliadoubleday.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:uinbs356r3h5gbyc7mwkuzrz/bafkreibpy3ewxir4f5tvteivqsl6nvdawqtbrkodebl4d3lxbvi3laqiyy@jpeg,,,Julia Doubleday,443,32,2024-03-18T23:12:50.844Z,[],34,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:cpdjtdbsgfasavyfdqh6fyg7,strandjunker.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:cpdjtdbsgfasavyfdqh6fyg7/bafkreibtiv63gdbkthnqehdrbhejd75ah53zvbcjxufoijj5zoqf4aiv74@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:cpdjtdbsgfasavyfdqh6fyg7/bafkreic3fg5nz6k7so5h47ekpp3a5llmpbmh3fnvbmzo635fnyguagpy6i@jpeg,"Nomad since 1998: Home is the here and now. Mover: Strong and persistent voice against Trumpism. 

🔗 Linktree: 
https://linktr.ee/Strandjunker ",Andrea Junker,4943,68,2024-01-25T23:58:33.856Z,[],163,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:53n54gjixfukqx56qyjnxmkn,joshuaerlich.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:53n54gjixfukqx56qyjnxmkn/bafkreifrqpmiyjunnsvbz7oy5kmcuquoh6ezmsir5oe6r24ejjl6l4jxwu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:53n54gjixfukqx56qyjnxmkn/bafkreibi3viekctzt64takic7mgzmduvl627jrfumd4krhklq5lmwd2e7u@jpeg,"civil rights lawyer, exhausted",Joshua Erlich,3055,1169,2024-03-11T14:52:40.119Z,[],1889,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:j53elsjlcag3iuran5ezcy32,gregpak.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:j53elsjlcag3iuran5ezcy32/bafkreidkfe6dwrmlrjprquhqdpp57w45qedko3gwgfdlxbjw3irlbmmgdq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:j53elsjlcag3iuran5ezcy32/bafkreia7usyyk37hu24yuevd2rx5cqwuesf3ckwijp2rkumarozw3fbatm@jpeg,"Rhymes with ""rock."" Get vaxxed and vote. Actual human comics writer, filmmaker, photographer. Darth Vader, Lilo & Stitch, Planet Hulk, Mech Cadet Yu, 35mm Love Letter. #BelieveInFilm He/him. Work: gregpak.com gregpakshop.com Personal: gregpak.net",Greg Pak,18595,1056,2024-02-08T19:26:15.241Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:j53elsjlcag3iuran5ezcy32', uri='at://did:plc:j53elsjlcag3iuran5ezcy32/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiegbuk4pqxrjgifpbin7ojcfu7y65szn47erunjinveu4afpjdrhy', neg=None, py_type='com.atproto.label.defs#label')]",3972,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:4d7w4ylnasmg7oayamznsznp,lukeoneil47.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:4d7w4ylnasmg7oayamznsznp/bafkreiatowsos6kk5drhkljno2jmqfvee3ipbhnmuazspd4tgzp44sfzzm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:4d7w4ylnasmg7oayamznsznp/bafkreifk2x2fsqxkrertrdok2mrsadivdobh72lru26mr3hgbap3igbddq@jpeg,"A Creature Wanting Form out now: 

www.orbooks.com/catalog/a-creature-wanting-form

welcometohellworld.com",Luke O'Neil,10614,800,2024-01-25T23:50:27.448Z,[],4933,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:3vyl2i7k2fuk7lbnmlxh3vof,lauren.rotatingsandwiches.com,https://cdn.bsky.app/img/avatar/plain/did:plc:3vyl2i7k2fuk7lbnmlxh3vof/bafkreiggftz467p3kytztmgepl6hiepzjfeemuee2talmsudvmznt5trpu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:3vyl2i7k2fuk7lbnmlxh3vof/bafkreifb4jnarauqtrfkiavcepidj5iqnp22erehmjs6cwr4ttz6y2k5l4@jpeg,rotatingsandwiches.com,lauren,36371,516,2024-01-25T23:54:30.341Z,[],2948,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:mjh257xyug2mpodoyy3he5ih,pixelatedboat.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:mjh257xyug2mpodoyy3he5ih/bafkreihcujumd3oermmuyc2domfddpkn46t2sprqyvhv5swbauogsryn4a@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:mjh257xyug2mpodoyy3he5ih/bafkreid3eht6d2erjxwfzzx556qidfz634ej5fudp6f3hv2y7j6l2lfvri@jpeg,The 76th most followed account on bluesky. I will NOT be updating this ranking when it’s no longer true,pixelatedboat aka “mr bluesky”,91946,444,2024-01-25T23:50:30.429Z,[],998,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:nnybt4xto5wei34knpj3kexp,lindaholmes.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:nnybt4xto5wei34knpj3kexp/bafkreigmahy5icfrlk3sopttzmlm2wkpgrbh373yq6x3s7wnzkgtjpwz4y@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:nnybt4xto5wei34knpj3kexp/bafkreigdgardhlbpyitv7abvljrt77gbslys2tcxspj3gtcrgy7r62ulka@jpeg,"Host, NPR. Writer of novels. Companion of internet dog. Oh God, I should probably be doing one of my jobs right now.",Linda Holmes,10507,305,2024-01-26T00:21:39.353Z,[],2313,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:s6j27rxb3ic2rxw73ixgqv2p,kenwhite.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:s6j27rxb3ic2rxw73ixgqv2p/bafkreicaxgbjuy2mwyx6pb67q662xrzlis6mtatd5m2exstcltqarie5cu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:s6j27rxb3ic2rxw73ixgqv2p/bafkreig44qj5g3r5frnyml4erlaqhvhnyugkks7ppgdpbv7mg4twimhizu@jpeg,"Ken White, criminal defense attorney and First Amendment litigator.  Co-host of Serious Trouble podcast and writer at The Popehat Report.",Popehat,111881,465,2024-01-25T23:48:45.344Z,[],8418,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:ux34natbhxube3xgdu3rhf45,internethippo.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:ux34natbhxube3xgdu3rhf45/bafkreiar6insat36anahhv6qsy2vowlhqn4nvz7auazoiigjizi6bvz5bu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:ux34natbhxube3xgdu3rhf45/bafkreibiygdij54sqyivznca2dxdkbwkrw6ho3j26qcz4kvz5ngljzcej4@jpeg,,Wife guy in training,82213,117,2024-02-26T15:41:50.490Z,[],447,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:xrr5j2okn7ew2zvcwsxus3gb,catsofyore.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:xrr5j2okn7ew2zvcwsxus3gb/bafkreig6pljjdx7aekpetnwdxmjzhcbiwsoph72wjhjzjqsey2bzrj4pz4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:xrr5j2okn7ew2zvcwsxus3gb/bafkreibpj6lots46blbbpngr7jz26mafga2wtjgpisuuq4cl6iymxhps34@jpeg,"Hi! I’m Molly Hodgdon. I live in Vermont with my beautiful FIV+ cats Fergus and Francie. Banner photo by W. Eugene Smith. Profile pic is a postcard from my collection mailed 1908.

Not a bot. Not selling anything. Just a keeper of forgotten cats.",Cats of Yore,93917,31,2024-01-25T23:47:08.212Z,[],5742,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:aokun7ktw65zn7esn3o4tikm,ernekid.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:aokun7ktw65zn7esn3o4tikm/bafkreidleblp3obwsjctprrumachpxs5jirrnrprgp43d6jquexkc46xze@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:aokun7ktw65zn7esn3o4tikm/bafkreighjnz5se6qoobxszj67wz3eruresu2mml7vvhgnh5o7ribcuqv6a@jpeg,"Irishman in Maryland. I like trains. 

https://boxd.it/5ozfJ",Conor Conneally,471,327,2024-03-11T23:08:49.643Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:aokun7ktw65zn7esn3o4tikm', uri='at://did:plc:aokun7ktw65zn7esn3o4tikm/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreicul45tllr67soow3a26swieuy7svalpkb2sjvbion333tuesaigi', neg=None, py_type='com.atproto.label.defs#label')]",7358,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:iqaa2axsarcpx2tuspnp6ybi,bigbigtruck.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:iqaa2axsarcpx2tuspnp6ybi/bafkreigdxfiypkdq4idmvnh3hhcrl54ovtzstcch4cxt4ue7zllyx27yaa@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:iqaa2axsarcpx2tuspnp6ybi/bafkreibrypoof6vo22542w7h5jdwx2agxxi7tk5vhzy2wize5gg2yptpoq@jpeg,"Artist. I make my own comics and letter other people’s comics. Creator of TJ & AMAL and SHOT & CHASER. Weight lifter, potty mouth, Alfa-177's least photogenic canid. SFW here but I often make adult art so 🔞 please
http://shot-and-chaser.com ",e.k. weaver ,1710,222,2024-03-15T04:18:01.044Z,[],2431,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:aa23o5w4w2afknay44oqxqz6,jeffgerstmann.com,https://cdn.bsky.app/img/avatar/plain/did:plc:aa23o5w4w2afknay44oqxqz6/bafkreieywtdn2pdkr4l5uhtzox3tiuydsxir6ubu73zco6sylghcu7jvjq@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:aa23o5w4w2afknay44oqxqz6/bafkreidvlpjh2utzcu27sxu5qyapue6l4jqilf4wnw4slhxn372x3wc5ci@jpeg,"I have been on the internet since 1992, send help

http://patreon.com/jeffgerstmann ",Jeff Gerstmann,13164,188,2024-01-26T00:14:36.635Z,[],1207,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:jvzdtfvzuqdgk36wncgl2dnp,beckyhammer.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:jvzdtfvzuqdgk36wncgl2dnp/bafkreihm7mu7rlpy7jpclhejfss6bvoe4bwsc2s7ougdejp35abbvlkhry@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:jvzdtfvzuqdgk36wncgl2dnp/bafkreiaad3wvxfzteidmwnf3vkmlsqbx34lsrsehax6xeoq47nymaygfqe@jpeg,"Environmental lawyer/locally notorious person. Alexandria, Virginia.

https://alxtra.substack.com/",Becky Hammer,1081,346,2024-01-25T23:57:29.420Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:jvzdtfvzuqdgk36wncgl2dnp', uri='at://did:plc:jvzdtfvzuqdgk36wncgl2dnp/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreihnfeej337la3drema2j2zypedht4poj7wuwev5vvmpr4tbhe5uzi', neg=None, py_type='com.atproto.label.defs#label')]",4272,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:rrbjol3e676zirwub3vpln3k,rossignol.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:rrbjol3e676zirwub3vpln3k/bafkreig6hqq7cz673j74okk37mnunkosyrbk2gbyg652qlprsybbg7onje@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:rrbjol3e676zirwub3vpln3k/bafkreibpclavejpyawns754iyhx4r4qury6mrvamkkmfwrdfo44r2zd4iu@jpeg,"Writer and/or game designer. Co-founded Rock, Paper, Shotgun and Big Robot (Sir, You Are Being Hunted etc). My stuff: https://linktr.ee/jimrossignol",Jim Rossignol,1943,1014,2024-02-14T18:49:07.840Z,[],1487,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:awzzrtrcrvpnxi3ph2sbhxwv,cait.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:awzzrtrcrvpnxi3ph2sbhxwv/bafkreicxpjdv2aetsf5yvxhu3c6trd7cyvr5dkp7vssu263bycyyk62j7y@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:awzzrtrcrvpnxi3ph2sbhxwv/bafkreig5h5a7mdsd67ulsxqlfeveugilofe6lrqucu4fy5umemash35ecy@jpeg,"texan in ma, austin's mom, yes, i work at a cemetery",cait,19243,758,2024-02-18T17:40:53.940Z,[],11275,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:rfixmqbspb6j7ej6fla64hgh,tkingfisher.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:rfixmqbspb6j7ej6fla64hgh/bafkreihsvy2ux3m4iw4zb2yyjnsjv2bgfisdnfiwtk3emivy7iw2uabcoi@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:rfixmqbspb6j7ej6fla64hgh/bafkreicpbnmo6dz5bu2wpbeosjeflhwwdk3sxkzjeah73jiz54djtsp5si@jpeg,"Wrote some books, won some awards. Strong feelings about plants. She/her",Kingfisher & Wombat,16988,130,2024-01-25T23:52:09.342Z,[],4041,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:7knftcimdqusmixgonfjnl3s,theabigailthorn.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:7knftcimdqusmixgonfjnl3s/bafkreidxxmf5fvnexu2djtvpvbzsw767gkmjhkkv4f7e4pt3uelwg3bbo4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:7knftcimdqusmixgonfjnl3s/bafkreifxcfzegszovnwvpjygyiadcgganxu7fqimz3gwwt7k6k6ekq6lhm@jpeg,Actress & Writer. Jess in DJANGO (Sky + Netflix); Nocturne in BALDUR’S GATE 3; Hotspur in THE PRINCE (Nebula). Also Philosophy Tube and @KillJamesBond ✨👑,Abigail Thorn,23610,89,2024-01-25T23:56:15.869Z,[],372,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:qc6xzgctorfsm35w6i3vdebx,zitron.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:qc6xzgctorfsm35w6i3vdebx/bafkreib3jiuoce7yomccwgrikcn6tbuppvtpnxpnaypx3sotz4jr7q2fyu@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:qc6xzgctorfsm35w6i3vdebx/bafkreicaksmbbtbvb4uzg6vruex7kmo4a3jiahtotgofvfrtxbmpdupuk4@jpeg,"British, But In Las Vegas For Some Reason

Newsletter - wheresyoured.at
https://linktr.ee/betteroffline - podcast w/ iheartradio 
Columnist at Business Insider - https://www.businessinsider.com/author/ed-zitron
CEO at EZPR.com - Award-Winning Tech PR Firm",Ed Zitron,22484,625,2024-02-22T17:34:59.430Z,[],4561,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:5h5jfgi7vuqp4bkfogcntzep,garius.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:5h5jfgi7vuqp4bkfogcntzep/bafkreif7eslhyej7wknk2tdaunrdhwpjc7zcewdblqo2fijui6pujllize@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:5h5jfgi7vuqp4bkfogcntzep/bafkreiankf3jcnhxnwcfldvpklhpyflv7m4jxccsjazcjlv3ukydjmjsce@jpeg,He/Him. Author of The Brexit Tapes. Historian. Strategy streamer. Tech/Transport Strategist. Editor of @lonrec. Orient fan. Made Neil Gaiman cry (in a good way). Business: business@longformist.co.uk,John Bull,5637,202,2024-02-29T09:44:20.807Z,[],3866,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:muslnzxqartd66kckkqem6qs,nkjemisin.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:muslnzxqartd66kckkqem6qs/bafkreigwvmgduvdoouilrmvntsfs2c6jutvlyhhj46h6fktbx6plo5masm@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:muslnzxqartd66kckkqem6qs/bafkreihaw7frjumddynthgphbsvebmk64hxj64q5my4hmea5wkjni2dx7y@jpeg,Writer. She/her.,N. K. Jemisin,30126,113,2024-01-26T00:02:08.601Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:muslnzxqartd66kckkqem6qs', uri='at://did:plc:muslnzxqartd66kckkqem6qs/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiesu2ux63iqf56zq7hzhhjmw64dbaoqfxncgvu2tackw25frxvkwe', neg=None, py_type='com.atproto.label.defs#label')]",222,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:hw6pij3rglmi4eescerb2pn5,tylerhuckabee.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:hw6pij3rglmi4eescerb2pn5/bafkreidwd7wqphnrsgisi6abncbfkeo7kvrm6jsqelzyvac572wcy3ycr4@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:hw6pij3rglmi4eescerb2pn5/bafkreid4kphafpw663zetua7n5ay5bjoxleabf2ny5tkob3pnyuphagv3i@jpeg,"“guards, seize he/him!” christianity, x-men, breakfast sandwiches, socialism 

https://tylerhuckabee.substack.com/",tyler huckabee,1940,457,2024-01-25T23:47:44.452Z,[],2136,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:bzmx2dc4glnju4isnlai7y3e,m1randa.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:bzmx2dc4glnju4isnlai7y3e/bafkreigp3uhqlf4zreygi3eyvhjwltvymdtdeyr2eykt26csfxfoknweey@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:bzmx2dc4glnju4isnlai7y3e/bafkreidblug5cjukegaeccpl6l74gezqxinfjisemcbacfpsg3cdp7bspu@jpeg,"at my computer 97% of the time
she/her • 27 • california 🌳🖤

discord: exhists (mutuals only)",Miranda,1310,1042,2024-02-13T08:41:43.340Z,"[Label(cts='1970-01-01T00:00:00.000Z', src='did:plc:bzmx2dc4glnju4isnlai7y3e', uri='at://did:plc:bzmx2dc4glnju4isnlai7y3e/app.bsky.actor.profile/self', val='!no-unauthenticated', cid='bafyreiaoawpkavtt7qtawblygemsxsye4bqp5zqg7wbpdbbm2ryihs6vam', neg=None, py_type='com.atproto.label.defs#label')]",1680,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
did:plc:asb3rgscdkkv636buq6blof6,rem.postes.club,https://cdn.bsky.app/img/avatar/plain/did:plc:asb3rgscdkkv636buq6blof6/bafkreicmy6btxmdtexqasyeyyz4uohmyczveztsiqddofqwe6tu5iuvksa@jpeg,https://cdn.bsky.app/img/banner/plain/did:plc:asb3rgscdkkv636buq6blof6/bafkreia7gcasjaqwmx5flrqmovny2nmxnaq3sbefvxl3frb2iwhzplkpse@jpeg,"                                                                
             .・。.・゜✭・.・✫・゜・。.

                     http://ko-fi.com/postes

              .・。.・゜✭・.・✫・゜・。.


rem (the postes)
    30 or 40 years old ; CO
        it/theyyy",⠀    ⠀ ⠀⠀ ⠀ the⠀ ‏ ‏ ‏ ‎ ⠀⠀ ⠀  ⠀ ⠀⠀ ⠀ ⠀ ‏ ‏ ‏ ‎    ‏ ‏ ‏‎ postes,1954,1167,2024-02-22T04:20:33.629Z,[],25730,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,True
did:plc:3s5wtzqrvrsvbxl6afiko2yw,nameshiv.bsky.social,https://cdn.bsky.app/img/avatar/plain/did:plc:3s5wtzqrvrsvbxl6afiko2yw/bafkreifvnk42extwakwwmohiyocyeovmxkmxx3rog33hkrrxxivqjgeybi@jpeg,,"Storyteller. Ignyte, Nebula, Hugo finalist. Work in 
@strangehorizons, @Slate, @LightspeedMag etc. http://shivramdas.net",Shiv Ramdas,4252,108,2024-01-26T00:04:39.434Z,[],868,blocked_by=False blocking=None blocking_by_list=None followed_by=None following=None muted=False muted_by_list=None py_type='app.bsky.actor.defs#viewerState',app.bsky.actor.defs#profileViewDetailed,False
