linkid,link,sociopolitical,ideology,partisan,metadata,source_feed
349,https://bsky.app/profile/jillkrajewski.bsky.social/post/3krr5gpqujt27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
350,https://bsky.app/profile/jbouie.bsky.social/post/3krtkkwk6gz2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
351,https://bsky.app/profile/evacide.bsky.social/post/3krrr64akyn2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
352,https://bsky.app/profile/chadloder.bsky.social/post/3krhesqp5xs2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
353,https://bsky.app/profile/bencollins.bsky.social/post/3krgkocjngc2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
354,https://bsky.app/profile/astrokatie.com/post/3krrak6zfkd26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
355,https://bsky.app/profile/misterjayem.bsky.social/post/3krhcdxwlek2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
356,https://bsky.app/profile/uncleduke1969.bsky.social/post/3krj2xvpdck25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
357,https://bsky.app/profile/nycsouthpaw.bsky.social/post/3krgoec7gcc24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
358,https://bsky.app/profile/rincewind.run/post/3krkk6bb4yh2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
359,https://bsky.app/profile/fightingpride93.bsky.social/post/3krepvwj6ts2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
360,https://bsky.app/profile/sorayamcdonald.bsky.social/post/3krfgcztdlc2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
361,https://bsky.app/profile/jbouie.bsky.social/post/3krgrrr6r3c2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
362,https://bsky.app/profile/mattbinder.bsky.social/post/3krjga7mede2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
363,https://bsky.app/profile/billiamtrungford.bsky.social/post/3krolomqin22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
364,https://bsky.app/profile/hammancheez.bsky.social/post/3krrnupkk5g2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
365,https://bsky.app/profile/mattbinder.bsky.social/post/3krgm7rkpsk2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
366,https://bsky.app/profile/bsky.app/post/3krrebumv3k2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
367,https://bsky.app/profile/theonion.com/post/3krh2ypwvb223,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
368,https://bsky.app/profile/catsofyore.bsky.social/post/3krkpmbd7ai2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
369,https://bsky.app/profile/katmabu.bsky.social/post/3krhr3pr4bk27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
370,https://bsky.app/profile/acab4cutie.top/post/3krfkga6gz42q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
371,https://bsky.app/profile/davidjroth.bsky.social/post/3krfd6gnddk2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
372,https://bsky.app/profile/sarahweinman.bsky.social/post/3krfgtzzqd22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
373,https://bsky.app/profile/otsumamiboy.bsky.social/post/3krp7pz3v2t2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
374,https://bsky.app/profile/guntoucher.bsky.social/post/3krk4wxo7gk2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
375,https://bsky.app/profile/bencollins.bsky.social/post/3krfegtqg722o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
376,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krgggrxorl27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
377,https://bsky.app/profile/elivalley.bsky.social/post/3krhku3g4bd2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
378,https://bsky.app/profile/katzonearth.bsky.social/post/3krojla2dk323,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
379,https://bsky.app/profile/coachfinstock.bsky.social/post/3krjne7kn5k2m,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
380,https://bsky.app/profile/carlbergstrom.com/post/3krmexb34yl2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
381,https://bsky.app/profile/tocodot.bsky.social/post/3krsipaytw22a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
382,https://bsky.app/profile/davekarpf.bsky.social/post/3krk5tqkvib2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
383,https://bsky.app/profile/foxes-in-love.bsky.social/post/3krg74jbkh22x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
384,https://bsky.app/profile/scalzi.com/post/3krpbz2ljww2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
385,https://bsky.app/profile/nkalamb.bsky.social/post/3krj6eq7q3c2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
386,https://bsky.app/profile/tkingfisher.bsky.social/post/3kroin6ilpa2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
387,https://bsky.app/profile/simzart.bsky.social/post/3krts5hmidk2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
388,https://bsky.app/profile/propcazhpm.bsky.social/post/3krjfimawy72c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
389,https://bsky.app/profile/pamherd.bsky.social/post/3krjopnjxys2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
390,https://bsky.app/profile/alexwild.bsky.social/post/3krmhsde5nv2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
391,https://bsky.app/profile/cait.bsky.social/post/3krh4m6btqs2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
392,https://bsky.app/profile/wordsbywesink.bsky.social/post/3kreqskdgnk2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
393,https://bsky.app/profile/secretaboutbox.bsky.social/post/3krkaczhbx22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
394,https://bsky.app/profile/prisonculture.bsky.social/post/3krfnqzno4k2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
395,https://bsky.app/profile/albertburneko.bsky.social/post/3krkj2dvyec2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
396,https://bsky.app/profile/dariusw.bsky.social/post/3kru72efc6g26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
397,https://bsky.app/profile/jessnevins.bsky.social/post/3krqmzxr7hm2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
398,https://bsky.app/profile/chrisdeleon.bsky.social/post/3krfjug5vqc2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
399,https://bsky.app/profile/hausofdecline.bsky.social/post/3krj2uvmmot26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
400,https://bsky.app/profile/mattseybold.bsky.social/post/3krsxs3hm6x2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
401,https://bsky.app/profile/iamspacegirl.bsky.social/post/3krocojgt7p2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
402,https://bsky.app/profile/cooperlund.bsky.social/post/3krgke5lce22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
403,https://bsky.app/profile/radosh.bsky.social/post/3krh7v3sp6h2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
404,https://bsky.app/profile/kashana.bsky.social/post/3krpconiq3l2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
405,https://bsky.app/profile/vineyille.bsky.social/post/3krr42zwfjs2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
406,https://bsky.app/profile/ruemcclammyhand.bsky.social/post/3kredqnunbs2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
407,https://bsky.app/profile/foxes-in-love.bsky.social/post/3krladacqzr2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
408,https://bsky.app/profile/mattbinder.bsky.social/post/3krgqjspfyu2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
409,https://bsky.app/profile/chrislhayes.bsky.social/post/3krhxc7wnbr2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
410,https://bsky.app/profile/tocodot.bsky.social/post/3krszbmkyob2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
411,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krfcoiq3xs2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
412,https://bsky.app/profile/jbouie.bsky.social/post/3krhvirfbck2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
413,https://bsky.app/profile/ygalanter.bsky.social/post/3krpaavmvx22w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
414,https://bsky.app/profile/donmoyn.bsky.social/post/3kreajkqycs2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
415,https://bsky.app/profile/kenwhite.bsky.social/post/3krk4ssblq32e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
416,https://bsky.app/profile/katharinehayhoe.com/post/3kreqbj2ra22s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
417,https://bsky.app/profile/moiradonegan.bsky.social/post/3krh25kesos2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
418,https://bsky.app/profile/nathankhensley.bsky.social/post/3kriznnpvms22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
419,https://bsky.app/profile/jonbois.bsky.social/post/3kroi3hm7ic2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
420,https://bsky.app/profile/kevinmkruse.bsky.social/post/3krtcd7wxik2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
421,https://bsky.app/profile/ironspike.bsky.social/post/3krtqzjuwas2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
422,https://bsky.app/profile/bodegacats.bsky.social/post/3krk2ya6ikb2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
423,https://bsky.app/profile/andylevy.bsky.social/post/3krmdiwdtkf2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
424,https://bsky.app/profile/marisakabas.bsky.social/post/3krhmulpi5k22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
425,https://bsky.app/profile/catsofyore.bsky.social/post/3kroqobyrjq2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
426,https://bsky.app/profile/tylerhuckabee.bsky.social/post/3kruob4m37r24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
427,https://bsky.app/profile/mpbroache.bsky.social/post/3krt4s5fbok2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
428,https://bsky.app/profile/cooperlund.bsky.social/post/3krqsgczu5s2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
429,https://bsky.app/profile/jazzpomegranate.bsky.social/post/3krjpqexrdk2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
430,https://bsky.app/profile/gonebabygone.bsky.social/post/3krobxhlydd24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
431,https://bsky.app/profile/radleybalko.bsky.social/post/3krh3rpuaik2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
432,https://bsky.app/profile/daledidporn.bsky.social/post/3krllmcnmld2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
433,https://bsky.app/profile/dlbowman76.com/post/3krrcjoxnhk26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
434,https://bsky.app/profile/kjhealy.bsky.social/post/3krfhtaw2ps2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
435,https://bsky.app/profile/bubbaprog.ilovecitr.us/post/3krflcxr6bs2l,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
436,https://bsky.app/profile/notalawyer.bsky.social/post/3krpbagjbkk2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
437,https://bsky.app/profile/mommunism.bsky.social/post/3krg4biu2522t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
438,https://bsky.app/profile/jbouie.bsky.social/post/3krqjbzne3r2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
439,https://bsky.app/profile/catsofyore.bsky.social/post/3krp2iyofm72p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
440,https://bsky.app/profile/bbolander.bsky.social/post/3krs2qfz5pk2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
441,https://bsky.app/profile/ryanboyd.bsky.social/post/3kreapyhzk22g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
442,https://bsky.app/profile/techconnectify.bsky.social/post/3kroghnttnc2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
443,https://bsky.app/profile/muscleskoals.bsky.social/post/3krhxori2wq2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
444,https://bsky.app/profile/jimmyjazz1968.bsky.social/post/3kropxx3ahx26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
445,https://bsky.app/profile/bsky.app/post/3krgsywmxh32o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
446,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krqrxud2sc2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
447,https://bsky.app/profile/garrettquinn.bsky.social/post/3krjc3mfcos24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
448,https://bsky.app/profile/katzonearth.bsky.social/post/3krqruyvjn32g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
449,https://bsky.app/profile/douglasmack.bsky.social/post/3kroy4ddqod2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
450,https://bsky.app/profile/nitorisasami.com/post/3krqfohjxsm2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
451,https://bsky.app/profile/rincewind.run/post/3krojyzmvaw2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
452,https://bsky.app/profile/magic-skeetbus.bsky.social/post/3krpxd6534c2y,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
453,https://bsky.app/profile/brendannyhan.bsky.social/post/3krkdohxm4l2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
454,https://bsky.app/profile/donmoyn.bsky.social/post/3krjvupz4cc2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
455,https://bsky.app/profile/mckelvie.bsky.social/post/3krlqmcgrqc2q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
456,https://bsky.app/profile/aricohn.com/post/3krtdkn5ws22q,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
457,https://bsky.app/profile/junlper.bsky.social/post/3krjsqhexlx2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
458,https://bsky.app/profile/so-asano.com/post/3krlhqvkz732w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
459,https://bsky.app/profile/theonion.com/post/3krgsl4ycdc24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
460,https://bsky.app/profile/jbouie.bsky.social/post/3krowjmzslc2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
461,https://bsky.app/profile/swordsjew.bsky.social/post/3krs42hrefo2z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
462,https://bsky.app/profile/tiamarie.bsky.social/post/3krn2tzc3gk2t,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
463,https://bsky.app/profile/infokomposter.bsky.social/post/3krpvlrwdxl2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
464,https://bsky.app/profile/nitorisasami.com/post/3krj2g66wje2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
465,https://bsky.app/profile/catsofyore.bsky.social/post/3krmnkqsuef2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
466,https://bsky.app/profile/michaelhobbes.bsky.social/post/3krgrju3nbu2c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
467,https://bsky.app/profile/miriam.lol/post/3krt7crk6tk2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
468,https://bsky.app/profile/greenwell.bsky.social/post/3kro5nrj4fc2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
469,https://bsky.app/profile/niais.bsky.social/post/3krfpdj77fs24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
470,https://bsky.app/profile/cooperlund.bsky.social/post/3krfdm2bp522h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
471,https://bsky.app/profile/davidjroth.bsky.social/post/3krn6ihjx7k2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
472,https://bsky.app/profile/parsnip.bsky.social/post/3krhhko5kmt2e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
473,https://bsky.app/profile/sailorrooscout.bsky.social/post/3kredvs22nu2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
474,https://bsky.app/profile/bencollins.bsky.social/post/3krlslj2czk2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
475,https://bsky.app/profile/thewanderingjew.bsky.social/post/3krm5ui65ps2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
476,https://bsky.app/profile/jbouie.bsky.social/post/3kruasq6tzb2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
477,https://bsky.app/profile/udon0531.bsky.social/post/3krnyquwge72c,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
478,https://bsky.app/profile/canisalbus.bsky.social/post/3krff37zjns2r,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
479,https://bsky.app/profile/lukeoneil47.bsky.social/post/3krhfzd4xlw2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
480,https://bsky.app/profile/catsofyore.bsky.social/post/3krk7yhnoqc2b,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
481,https://bsky.app/profile/weirdmedieval.bsky.social/post/3krmbg7jiwc2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
482,https://bsky.app/profile/thetattooedprof.bsky.social/post/3krfbyorprk2i,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
483,https://bsky.app/profile/adamrothman.bsky.social/post/3krjbiprfvu2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
484,https://bsky.app/profile/jbouie.bsky.social/post/3kru2cnrxvt2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
485,https://bsky.app/profile/albertsonb2.bsky.social/post/3krhgagqwis2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
486,https://bsky.app/profile/badboy.wifeguy.online/post/3kremz6sp4c2k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
487,https://bsky.app/profile/lethalityjane.bsky.social/post/3krmtxub35b2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
488,https://bsky.app/profile/ceej.online/post/3krguj7svxt2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
489,https://bsky.app/profile/bubbaprog.ilovecitr.us/post/3krgupqxxos2v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
490,https://bsky.app/profile/marthawells.bsky.social/post/3krtxvtm76t2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
491,https://bsky.app/profile/kilgoretrout.bsky.social/post/3krjep4owau2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
492,https://bsky.app/profile/dly.bsky.social/post/3krk6mhdubc2n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
493,https://bsky.app/profile/kenwhite.bsky.social/post/3krr7qbbyzl2w,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
494,https://bsky.app/profile/roseschmits.bsky.social/post/3kriyii6opc27,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
495,https://bsky.app/profile/kenwhite.bsky.social/post/3krm7zvwdtm26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
496,https://bsky.app/profile/davidjroth.bsky.social/post/3kre5j3qrlk2s,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
497,https://bsky.app/profile/lolgop.bsky.social/post/3krote4vax22k,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
498,https://bsky.app/profile/peanutpapi.bsky.social/post/3krlrs44eql2o,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
499,https://bsky.app/profile/avramg.bsky.social/post/3krmp4rqsqa2d,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
500,https://bsky.app/profile/nerdjpg.com/post/3kroeziaq2s2j,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
501,https://bsky.app/profile/grgd.bsky.social/post/3krfcwwsdq22v,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
502,https://bsky.app/profile/cait.bsky.social/post/3krhgo5w5ms2p,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
503,https://bsky.app/profile/themountaingoats.bsky.social/post/3krr7y2v7ud26,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
504,https://bsky.app/profile/catsofyore.bsky.social/post/3krrknq57d327,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
505,https://bsky.app/profile/daveweigel.bsky.social/post/3krenpnxq422n,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
506,https://bsky.app/profile/outsidewolves.bsky.social/post/3krlq4sox5k2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
507,https://bsky.app/profile/joshuajfriedman.com/post/3kridbqr3cc2g,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
508,https://bsky.app/profile/erikayoshida.bsky.social/post/3krlu5msbev2f,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
509,https://bsky.app/profile/benedictsred.bsky.social/post/3krp3brzcgs2h,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
510,https://bsky.app/profile/xoxogossipgita.bsky.social/post/3krqu4hahig25,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
511,https://bsky.app/profile/betoart.bsky.social/post/3krelpzoykd2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
512,https://bsky.app/profile/publichealth.bsky.social/post/3krr564bbw227,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
513,https://bsky.app/profile/kentito.bsky.social/post/3krsi7tvt6v22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
514,https://bsky.app/profile/mkreutzfeldt.bsky.social/post/3krturc4fcb2a,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
515,https://bsky.app/profile/tocodot.bsky.social/post/3krva4xubwg2x,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
516,https://bsky.app/profile/brendelbored.bsky.social/post/3krgu2hjts22z,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
517,https://bsky.app/profile/danmcquillan.bsky.social/post/3krpzu5eupc2u,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
518,https://bsky.app/profile/elivalley.bsky.social/post/3krm6o777uv22,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
519,https://bsky.app/profile/cybrarerin.bsky.social/post/3krpatpbg2n24,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
520,https://bsky.app/profile/cheesecakechik.bsky.social/post/3krr5tcqko22e,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
521,https://bsky.app/profile/phillewis.bsky.social/post/3krp36tklw224,,,,"{'source_feed': 'week', 'synctimestamp': '2024-05-07-13:34:24'}",week
